review_title,review_title_length,the_review,the_review_length,review_score,year,month,month_name,day
Stopped working,2,"Ordered this mouse in early September 2021, as of today it no longer holds a charge.I bought this mouse to have something portable to go along with my laptop as I generally dislike using the trackpad. It's size was ideal and it was overall comfortable and easy to use. However, this mouse does not hold a charge AT ALL. I had to charge it at least twice per week - remember this is not a mouse I used on my primary computer either! (and yes I do turn it off when it is stored in my bag.)Not thrilled that I now have to replace it after only 1 year of use and will not be purchasing again.",117,1.0,2022,09,September,27
"Stopped working, won't charge",4,"i am rating this negatively because the scroll button didn't last more than two weeks, it didnt even fall, i woke up to use my mouse only to discover the scroll wheel wasn't working. i feel like i wasted money on this purchase",43,1.0,2022,09,September,27
As expected,2,Love the mouse and it's quick connectivity to the computer. Not happy the scroll bottom quit working.,17,5.0,2022,09,September,27
Worked well until it didn’t…,5,glitchy and charge doesn't last,5,5.0,2022,09,September,27
Battery doesn't last all day,5,"Nice size, color is true to expectation. Easy use and setup. Has usbc adapter included for newer hardware. USB adapter fits in base of mouse. Works well on multiple surfaces. Quick charging.",32,1.0,2022,09,September,27
Comfortable mouse for all day use,6,Works great,2,5.0,2022,09,September,27
Missing item,2,It stopped working within 2 days of use.,8,2.0,2022,09,September,27
Good product,2,It felt like a cheap product upon arrival and usage. After 2 months and no longer charges and is absolutely useless.,21,4.0,2022,09,September,27
Scroll already broken,3,As expected. Would buy again,5,1.0,2022,09,September,27
Doesn't even work,3,"I’ve had this mouse for almost 10 months. It worked so well and the color changing lights add a little pizazz. Unfortunately, the scroll wheel stopped working. It no longer has tension on it. It just spins now and moves nothing on the screen :(",45,1.0,2022,09,September,27
Beautiful,1,Turns itself off and battery doesn't last a whole work day.,11,5.0,2022,09,September,27
Broke after 1 week,4,I work from home and this mouse is very comfortable and responsive.,12,1.0,2022,09,September,27
Ok until it died...,4,It did not come with a USB cable to charge the mouse. I wasted my money.,16,1.0,2022,09,September,27
Stopped working after six weeks,5,This mouse is much faster than my last few. I like the charging system. Drawback is when the charger comes missing( and it will happen in my house) how to replace it?,32,1.0,2022,09,September,26
R.I.P. Mouse,2,Works like it should and it’s super easy to set up.,11,1.0,2022,09,September,18
Didn’t work.,2,Unfortunately the scroll function is already broken. Otherwise this is a very cute and comfy mouse. I love the lights.,20,1.0,2022,09,September,26
i do not use play games,6,I got this mouse and i charged it like it said to but when i went to use it it doesn't even work. I would not recomend anyone to get this mouse.,32,5.0,2022,09,September,26
Works as Intended,3,Beautiful!,1,4.0,2022,09,September,26
Great item,2,"Didn't hold a charge long, but now won't recharge at all, just threw it in the trash.Had a battery operated mouse for 5 years until I lost it. Going back to batteries.",32,5.0,2022,09,September,24
Love it 🥰,3,"I purchased this mouse thinking it had a USB-C connector, not a USB with a USB-C adaptor (my bad). I opted to keep it. Three stars on its scrolling as it was not smooth, but it worked.  I would have kept it, but after a couple of weeks, it died and would not charge despite being plugged in for hours.  Don't waste your money; go with a tried and true brand",71,5.0,2022,09,September,24
Meh,1,I used it for about six weeks and it stopped working,11,2.0,2022,09,September,24
Wheel Broke; Less than 1 Month of Use,8,"Honestly waste of money. Didn’t charge, after 2 hours, and just didn’t work.",13,2.0,2022,09,September,23
"P.O.S.  Bought it 8/9.  Today is 9/22 - already broken…used for work, not gaming…",14,it is easy to use,5,1.0,2022,09,September,23
Stopped charging after 3 months,5,"This works like a normal mouse and everything! However, the light that's in the mouse is so bright, it shines through the white on my mouse. It's not good aesthetically, however, if you want a mouse that does mouse things, this one's fine.",43,2.0,2022,09,September,23
Not happy,2,Great item,2,3.0,2022,09,September,23
If you use the wheel it breaks very easily. This has happen twice.,13,Great product,2,5.0,2022,09,September,23
scrolling wheel failed after 5 months,6,Dropped this mouse once from desk to carpet and the scroll button broke. I guess you get what you pay for...,21,2.0,2022,09,September,23
GRIP,1,"Love this mouse overall- beautiful lights, fits well in hand, responsive - but wheel broke after less than one month of regular use for design work. Very sad. This is the second mouse I've bought (first lasted 6 months, same issue) because I like it so much. Unfortunately, will be looking for something different for my next mouse.",58,5.0,2022,09,September,23
"Small, sleek design.",3,Just over a month old and the roller no longer functions.  I realize these are cheap…but a month?  Use exclusively for work…not heavy use…,24,5.0,2022,09,September,23
No more batteries needed!,4,Had it for three months and it was working fine. Loved that the click was quiet and it was lightweight. But it stopped charging and working out of nowhere.,29,5.0,2022,09,September,23
Perfect match,2,This is the worst mouse ever!!!!,6,5.0,2022,09,September,23
Not what I expected,4,"I wanted a product that I thought I’d have for at least the semester. Since I’ve purchased it, the ball that scrolls down/up is no longer working. Makes a mouse almost pointless to have. Seems am going to need a new mouse.",42,2.0,2022,09,September,22
Very sensitive. Works fine though,5,The wheel for scrolling breaks to easily. This is the second one that I’ve purchased with the same issue. I will try another brand.,24,5.0,2022,09,September,22
Awesome smooth Mouse,3,The scrolling wheel is not working properly after 5 months so have to buy a new mouse. The USB charging feature is nice though and it is easy to carry.,30,5.0,2022,09,September,22
Worked great for 2 months,5,VERY COMFOT,2,1.0,2022,09,September,22
Less a month,3,"Love this mouse. Take it anywhere, it's classy yet a little sexy for my workspace. It's very adaptable to who needs it in my house for their devices!",28,1.0,2022,09,September,22
Bad quality,2,Holds a charge for days!!,5,1.0,2022,09,September,21
Scroll wheel stopped working within 60 days,7,Works perfectly with my Chromebook,5,3.0,2022,09,September,21
Literally broke 2 days after I got it.,8,For me personally just not a good fit,8,1.0,2022,09,September,21
Just a garbage. Do NOT waste your money: it is NOT working after couple of weeks.,16,Sensitive mouse. Maybe because it’s new. Works fine,8,1.0,2022,09,September,21
Won't charge?,2,"This mouse is very useful and beautiful colors, I thought it wouldn’t fit my Mac but it came with a Mac adapter.  Very convenient! And cute too!",27,1.0,2022,09,September,21
Mouse wheel doesn't scroll,4,"This mouse worked great for 2 months, then the scroll wheel broke.  Don’t waste your money.",16,1.0,2022,09,September,21
Stopped charging so it doesn’t work anymore,7,I’ve had this wireless mouse less than a month and the wheel of the mouse has already broke. Not to happy with this mouse. Won’t buy this again,28,1.0,2022,09,September,20
Super sleek,2,This mouse was great at first but after a week the scrolling part stopped working.,15,5.0,2022,09,September,20
